"חולים במחבוא","ehri_terms",262
"גירוש ללטביה","ehri_terms",518
"רדיפות יהודים","ehri_terms",642
"רדיפות בני זוג בנישואי תערובת","ehri_terms",582
"Confiscation of radios","ehri_terms",585
"משרפות","ehri_terms",501
"Antisemitism - Italy","ehri_terms",329
"שחרור - הצבא האדום","ehri_terms",573
"Anti-Jewish legislation- France","ehri_terms",335
"אנטישמיות בזמן המלחמה - בריה""מ","ehri_terms",329
"Research","ehri_terms",782
"Food rationing","ehri_terms",834
"בנקים","ehri_terms",930
"Confiscation of books","ehri_terms",585
"ועידות","ehri_terms",1074
"חיילים הונגרים","ehri_terms",1097
"יודנרט","ehri_terms",579
"Diary","ehri_terms",684
"Historians","ehri_terms",807
"הסתה","ehri_terms",357
"שגרירויות","ehri_terms",1118
"חיפוש קרובים","ehri_terms",227
"אנטישמיות - יוון","ehri_terms",329
"מוסיקה","ehri_terms",691
"War crimes trials in the American Occupied Zone","ehri_terms",1130
"מגורשים מגרמניה","ehri_terms",519
"חולי רוח","ehri_terms",320
"יחס האוכלוסייה - סלובנים","ehri_terms",813
"Deportation of the Jews of Italy","ehri_terms",518
"Synagogues","ehri_terms",758
"Threatening letters","ehri_terms",843
"הגירה","ehri_terms",203
"עקורים","ehri_terms",1212
"Foreign relations","ehri_terms",1022
"אנטישמיות כלכלית","ehri_terms",333
"Research institute","ehri_terms",783
"Education","ehri_terms",842
"התאבדויות","ehri_terms",217
"גירוש מאוקראינה","ehri_terms",518
"חיילים איטלקים","ehri_terms",1097
"Emigration after the War","ehri_terms",203
"חברות ביטוח","ehri_terms",928
"יחס האוכלוסייה - גרמנים","ehri_terms",813
"Persecution of the Jews of Croatia","ehri_terms",642
"Detention camps","ehri_terms",504
"Killing pits","ehri_terms",1321
"Protective letters","ehri_terms",843
"Nazi Organizations","ehri_terms",358
"השמדה","ehri_terms",529
"Fascism","ehri_terms",1014
"צווים","ehri_terms",951
"Persecution of the Jews of Bulgaria","ehri_terms",642
"הברחת מכתבים","ehri_terms",843
"Ghetto life","ehri_terms",546
"ירושה","ehri_terms",946
"צעדות מוות","ehri_terms",517
"Jewish fighters","ehri_terms",881
"גירוש מדנמרק","ehri_terms",518
"לוחמי מחתרת","ehri_terms",238
"Songs","ehri_terms",694
"Rescue attempts","ehri_terms",259
"מחנות הסגר","ehri_terms",567
"Jewish press","ehri_terms",723
"יחס ליהודים - הונגריה ואוכלוסייה הונגרית","ehri_terms",815
"רדיפות יהודי דנמרק","ehri_terms",642
"התנגדות יהודית","ehri_terms",246
"רדיפת יהודים - תכניות","ehri_terms",643
"Death","ehri_terms",745
"Writers and poets","ehri_terms",681
"חיילים","ehri_terms",1097
